TRUE,{{麻痺右上肢}},チェックボックス,□右上肢,,,,,,,,,,,,,,,,,,,,,,`mental_physical_state.paralysis_right_upper_limb`
TRUE,{{麻痺右上肢程度}},ラジオボタン,□軽 □中 □重,,,,,,,,,,,,,,,,,,,,,,`mental_physical_state.paralysis_right_upper_limb_severity`
TRUE,{{麻痺左上肢}},チェックボックス,□左上肢,,,,,,,,,,,,,,,,,,,,,,`mental_physical_state.paralysis_left_upper_limb`
TRUE,{{麻痺左上肢程度}},ラジオボタン,□軽 □中 □重,,,,,,,,,,,,,,,,,,,,,,`mental_physical_state.paralysis_left_upper_limb_severity`
TRUE,{{麻痺右下肢}},チェックボックス,□右下肢,,,,,,,,,,,,,,,,,,,,,,`mental_physical_state.paralysis_right_lower_limb`
TRUE,{{麻痺右下肢程度}},ラジオボタン,□軽 □中 □重,,,,,,,,,,,,,,,,,,,,,,`mental_physical_state.paralysis_right_lower_limb_severity`
TRUE,{{麻痺左下肢}},チェックボックス,□左下肢,,,,,,,,,,,,,,,,,,,,,,`mental_physical_state.paralysis_left_lower_limb`
TRUE,{{麻痺左下肢程度}},ラジオボタン,□軽 □中 □重,,,,,,,,,,,,,,,,,,,,,,`mental_physical_state.paralysis_left_lower_limb_severity`
TRUE,{{麻痺その他}},チェックボックス,□その他,,,,,,,,,,,,,,,,,,,,,,`mental_physical_state.paralysis_other`
TRUE,{{麻痺その他部位}},ラジオボタン,□軽 □中 □重,,,,,,,,,,,,,,,,,,,,,,`mental_physical_state.paralysis_other_location`
TRUE,{{麻痺その他程度}},ラジオボタン,□軽 □中 □重,,,,,,,,,,,,,,,,,,,,,,`mental_physical_state.paralysis_other_severity`
TRUE,{{筋力低下}},チェックボックス,□筋力の低下,,,,,,,,,,,,,,,,,,,,,,`mental_physical_state.muscle_weakness`
TRUE,{{筋力低下部位}},記述,,,,,,,,,,,,,,,,,,,,,,,`mental_physical_state.muscle_weakness_location`
TRUE,{{筋力低下程度}},ラジオボタン,□軽 □中 □重,,,,,,,,,,,,,,,,,,,,,,`mental_physical_state.muscle_weakness_severity`
TRUE,{{関節拘縮}},チェックボックス,□関節の拘縮,,,,,,,,,,,,,,,,,,,,,,`mental_physical_state.joint_contracture`
TRUE,{{関節拘縮部位}},記述,,,,,,,,,,,,,,,,,,,,,,,`mental_physical_state.joint_contracture_location`
TRUE,{{関節拘縮程度}},ラジオボタン,□軽 □中 □重,,,,,,,,,,,,,,,,,,,,,,`mental_physical_state.joint_contracture_severity`
TRUE,{{関節痛み}},チェックボックス,□関節の痛み,,,,,,,,,,,,,,,,,,,,,,`mental_physical_state.joint_pain`
TRUE,{{関節痛み部位}},記述,,,,,,,,,,,,,,,,,,,,,,,`mental_physical_state.joint_pain_location`
TRUE,{{関節痛み程度}},ラジオボタン,□軽 □中 □重,,,,,,,,,,,,,,,,,,,,,,`mental_physical_state.joint_pain_severity`
TRUE,{{失調不随意運動}},チェックボックス,□失調・不随意運動,,,,,,,,,,,,,,,,,,,,,,`mental_physical_state.ataxia_involuntary_movement`
TRUE,{{失調不随意運動上肢}},ラジオボタン,□右 □左,,,,,,,,,,,,,,,,,,,,,,`mental_physical_state.ataxia_upper_limbs`
TRUE,{{失調不随意運動下肢}},ラジオボタン,□右 □左,,,,,,,,,,,,,,,,,,,,,,`mental_physical_state.ataxia_lower_limbs`
TRUE,{{体幹}},ラジオボタン,□右 □左,,,,,,,,,,,,,,,,,,,,,,`mental_physical_state.trunk`
TRUE,{{褥瘡}},チェックボックス,□褥瘡,,,,,,,,,,,,,,,,,,,,,,`mental_physical_state.pressure_ulcer`
TRUE,{{褥瘡部位}},記述,,,,,,,,,,,,,,,,,,,,,,,`mental_physical_state.pressure_ulcer_location`
TRUE,{{褥瘡程度}},ラジオボタン,□軽 □中 □重,,,,,,,,,,,,,,,,,,,,,,`mental_physical_state.pressure_ulcer_severity`
TRUE,{{その他皮膚疾患}},チェックボックス,□その他の皮膚疾患,,,,,,,,,,,,,,,,,,,,,,`mental_physical_state.other_skin_disease`
TRUE,{{その他皮膚疾患部位}},記述,,,,,,,,,,,,,,,,,,,,,,,`mental_physical_state.other_skin_disease_location`
TRUE,{{その他皮膚疾患程度}},ラジオボタン,□軽 □中 □重,,,,,,,,,,,,,,,,,,,,,,`mental_physical_state.other_skin_disease_severity`
TRUE,{{屋外歩行}},ラジオボタン,□自立 □介助があればしている □していない,,,,,,,,,,,,,,,,,,,,,,`life_function.outdoor_walking`
TRUE,{{車いすの使用}},ラジオボタン,□用いていない □主に自分で操作している □主に他人が操作している,,,,,,,,,,,,,,,,,,,,,,`life_function.wheelchair_use`
TRUE,{{歩行補助具・装具の使用}},ラジオボタン,□用いていない □屋外で使用 □屋内で使用,,,,,,,,,,,,,,,,,,,,,,`life_function.walking_aids`
TRUE,{{食事行為}},ラジオボタン,□自立ないしなんとか自分で食べられる □全面介助,,,,,,,,,,,,,,,,,,,,,,`life_function.eating_behavior`
TRUE,{{現在の栄養状態}},ラジオボタン,□良好 □不良,,,,,,,,,,,,,,,,,,,,,,`life_function.current_nutrition_status`
TRUE,{{栄養・食生活上の留意点}},記述,,,,,,,,,,,,,,,,,,,,,,,`life_function.nutrition_diet_notes`
TRUE,{{発生可能性状態}},チェックボックス,"□尿失禁	□転倒・骨折	□移動能力の低下	□褥瘡	□心肺機能の低下	□閉じこもり	□意欲低下	□徘徊
	□低栄養	□摂食・嚥下機能低下	□脱水	□易感染性	□がん等による疼痛",,,,,,,,,,,,,,,,,,,,,,`life_function.possible_conditions`
TRUE,{{その他の状態名}},記述,□その他（	）,,,,,,,,,,,,,,,,,,,,,,`life_function.other_condition_name`
TRUE,{{対処方針内容}},記述,,,,,,,,,,,,,,,,,,,,,,,`life_function.response_policy`
TRUE,{{生活機能改善見通し}},ラジオボタン,□期待できる □期待できない □不明,,,,,,,,,,,,,,,,,,,,,,`life_function.life_function_improvement_outlook`
TRUE,{{医学的管理の必要性}},チェックボックス,"□訪問診療	□訪問看護	□看護職員の訪問による相談・支援	□訪問歯科診療
	□訪問薬剤管理指導	□訪問リハビリテーション	□短期入所療養介護	□訪問歯科衛生指導
	□訪問栄養食事指導	□通所リハビリテーション",,,,,,,,,,,,,,,,,,,,,,`life_function.medical_management_necessity`
TRUE,{{その他の医学的管理}},記述,□その他の医療系サービス （）,,,,,,,,,,,,,,,,,,,,,,`life_function.other_medical_management`
TRUE,{{サービス提供血圧}},チェックボックス,□特になし □あり,,,,,,,,,,,,,,,,,,,,,,`life_function.service_blood_pressure`
TRUE,{{サービス提供血圧留意事項}},記述,,,,,,,,,,,,,,,,,,,,,,,`life_function.service_blood_pressure_notes`
TRUE,{{サービス提供摂食}},チェックボックス,□特になし □あり,,,,,,,,,,,,,,,,,,,,,,`life_function.service_eating`
TRUE,{{サービス提供摂食留意事項}},記述,,,,,,,,,,,,,,,,,,,,,,,`life_function.service_eating_notes`
TRUE,{{サービス提供嚥下}},チェックボックス,□特になし □あり,,,,,,,,,,,,,,,,,,,,,,`life_function.service_swallowing`
TRUE,{{サービス提供嚥下留意事項}},記述,,,,,,,,,,,,,,,,,,,,,,,`life_function.service_swallowing_notes`
TRUE,{{サービス提供移動}},チェックボックス,□特になし □あり,,,,,,,,,,,,,,,,,,,,,,`life_function.service_mobility`
TRUE,{{サービス提供移動留意事項}},記述,,,,,,,,,,,,,,,,,,,,,,,`life_function.service_mobility_notes`
TRUE,{{サービス提供運動}},チェックボックス,□特になし □あり,,,,,,,,,,,,,,,,,,,,,,`life_function.service_exercise`
TRUE,{{サービス提供運動留意事項}},記述,,,,,,,,,,,,,,,,,,,,,,,`life_function.service_exercise_notes`
FALSE,{{介護他有無}},,,,,,,,,,,,,,,,,,,,,,,,`life_function.care_other`
TRUE,{{サービス提供その他の留意事項}},記述,,,,,,,,,,,,,,,,,,,,,,,`life_function.service_other_notes`
FALSE,{{留意事項特記項目なし}},,,,,,,,,,,,,,,,,,,,,,,,`life_function.no_special_notes`
TRUE,{{感染症有無}},ラジオボタン,□無 □有,,,,,,,,,,,,,,,,,,,,,,`life_function.infection`
TRUE,{{感染症名}},記述,,,,,,,,,,,,,,,,,,,,,,,`life_function.infection_name`
TRUE,{{その他特記事項}},記述,,,,,,,,,,,,,,,,,,,,,,,`special_notes.other_notes`
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
